indice,Imp_Cons_03,Imp_Cons_08,Imp_Cons_09,Imp_Sal_07,Imp_Sal_08,Imp_Sal_09,Imp_Sal_10,Imp_Sal_19,Imp_Sal_21,Num_Oper_06,Socio_Demo_03,Imp_Sal_20,Num_Oper_05
456,0.0,0.0,0.0,0.0,768.18,961.303333,213.99,8975.58,8973.203333,2.0,51.21,0.0,13.0
457,0.0,0.0,0.0,0.0,281.816667,545.676667,25.49,295.653333,225.213333,2.0,35.61,0.0,2.0
458,128.888889,0.0,27.39,0.0,3809.733333,4499.17,118.966667,4275.863333,21696.986667,11.0,24.81,0.0,36.0
459,0.0,0.0,0.0,0.0,78.983333,0.0,25.083333,100.076667,128.706667,0.0,19.79,0.0,2.0
460,547.272727,0.0,0.0,0.0,2327.443333,1749.59,474.873333,5023.03,5321.03,2.0,46.12,18399.823333,23.0
461,0.0,0.0,0.0,0.0,775.583333,775.773333,0.0,5.16,313.516667,1.0,54.84,6621.623333,7.0
462,0.0,0.0,0.0,0.0,764.116667,626.563333,68.496667,448.56,634.93,1.0,28.69,0.0,13.0
463,0.0,83.444444,44.225,0.0,1157.81,1066.926667,377.796667,1023.226667,21145.74,2.0,40.05,0.0,18.0
464,0.0,0.0,0.0,0.0,539.446667,540.27,84.796667,8.09,41.433333,2.0,49.15,0.0,5.0
465,166.666667,37.46,0.0,0.0,1994.92,2059.346667,217.093333,577.45,489.8,11.0,46.56,12874.553333,42.0
466,400.0,0.0,0.0,0.0,369.636667,776.57,32.435,10099.203333,11104.77,1.0,45.93,0.0,5.0
467,381.818182,0.0,27.85,0.0,897.216667,999.983333,43.513333,387.946667,338.646667,4.0,35.89,0.0,20.0
468,230.0,27.5,37.525,0.0,1246.286667,1252.393333,335.613333,39.21,164.7,5.0,32.55,1868.76,21.0
469,0.0,0.0,0.0,0.0,1498.553333,1454.793333,139.646667,354.346667,203.776667,3.0,83.79,1494.216667,10.0
470,0.0,0.0,0.0,0.0,1956.133333,1675.663333,571.556667,10686.933333,23518.606667,3.0,73.86,0.0,9.0
471,82.5,50.07,71.055833,0.0,899.516667,517.336667,0.0,755.99,1044.973333,2.0,21.69,0.0,38.0
472,598.0,0.0,0.0,0.0,4091.223333,3330.896667,234.266667,2345.853333,4798.146667,2.0,69.94,29039.676667,13.0
473,341.818182,0.0,0.0,0.0,4736.893333,4421.92,353.44,894.273333,698.91,2.0,71.94,953.823333,16.0
474,449.090909,0.0,0.0,0.0,1310.69,1412.69,467.843333,12432.55,12436.793333,2.0,82.4,0.0,6.0
475,408.181818,86.223333,48.8,0.0,987.766667,1146.133333,74.586667,17740.303333,22159.986667,1.0,65.58,5011.206667,14.0
476,0.0,0.0,0.0,0.0,505.47,513.45,33.933333,61.983333,73.846667,2.0,78.26,294.0,4.0
477,550.0,0.0,0.0,3001.113333,8246.193333,8346.076667,72893.206667,1623.576667,2725.366667,10.0,56.42,9508.343333,23.0
478,280.0,13.713333,63.333333,0.0,1673.666667,1856.15,390.123333,1332.716667,1181.216667,4.0,62.74,3686.396667,36.0
479,0.0,0.0,0.0,0.0,837.613333,851.476667,103.106667,718.97,926.156667,3.0,91.93,956.55,2.0
480,0.0,0.0,0.0,0.0,658.92,857.646667,318.226667,19424.13,19690.53,3.0,84.44,0.0,4.0
481,0.0,0.0,0.0,0.0,31.11,0.0,0.0,31.11,90.32,0.0,19.64,0.0,0.0
482,560.0,49.7375,51.6,0.0,1035.603333,991.333333,12210.75,435.67,676.853333,2.0,49.57,0.0,16.0
483,0.0,0.0,0.0,0.0,1350.883333,1366.9,30.0,49.156667,50.136667,2.0,71.56,635.566667,6.0
484,204.444444,30.762,18.901667,0.0,1263.896667,1314.393333,286.2,964.89,5369.923333,3.0,49.81,3320.076667,23.0
485,935.454545,742.190833,33.0,0.0,1781.12,1000.0,668.713333,5965.003333,17714.07,0.0,50.58,0.0,11.0
486,463.333333,0.0,0.0,0.0,863.666667,850.266667,0.0,1.896667,7.72,1.0,49.93,850.266667,2.0
487,0.0,0.0,0.0,0.0,1806.36,2637.686667,164.646667,28504.386667,54566.79,1.0,51.64,63115.12,12.0
488,200.0,0.0,76.4,0.0,616.53,17158.506667,393.1,38878.9,36968.113333,3.0,42.28,243.055,5.0
489,0.0,0.0,0.0,0.0,1972.34,1157.613333,88.875,68.33,117.103333,4.0,65.32,1917.12,12.0
490,893.333333,143.03,66.475,0.0,9012.41,7553.273333,1061.896667,11423.406667,14110.883333,6.0,44.22,142631.306667,62.0
491,587.5,0.0,0.0,0.0,693.876667,660.323333,191.973333,189.646667,314.7,2.0,45.58,1450.736667,8.0
492,50.0,0.0,0.0,0.0,4189.29,2992.736667,2082.083333,25470.85,280807.03,3.0,71.96,2049.32,8.0
493,1342.5,0.0,0.0,0.0,1755.316667,2883.28,0.0,6137.236667,5922.616667,2.0,29.36,0.0,5.0
494,0.0,0.0,0.0,0.0,2245.706667,637.7,0.0,1183.603333,2446.896667,1.0,93.16,0.0,3.0
495,0.0,0.0,0.0,0.0,1273.306667,1375.013333,61.04,72.433333,24.583333,6.0,57.51,218792.67,16.0
496,888.333333,30.7475,8.8,0.0,474.943333,464.453333,0.0,38.926667,136.336667,1.0,23.47,0.0,8.0
497,240.0,48.75,25.0,0.0,2429.606667,1906.783333,272.233333,13642.473333,13702.99,4.0,68.29,1378.94,24.0
498,0.0,0.0,0.0,0.0,707.996667,691.166667,55.315,3.113333,12.35,3.0,47.55,0.0,6.0
499,0.0,0.0,0.0,0.0,2435.083333,2440.88,0.0,48.713333,231.59,3.0,51.98,823.653333,6.0
500,207.0,33.812857,15.2,0.0,2297.113333,1580.486667,223.25,874.996667,941.896667,2.0,29.25,812.863333,27.0
501,236.666667,0.0,0.0,0.0,0.333333,0.333333,0.0,1.0,1.0,0.0,49.95,0.0,0.0
502,529.166667,107.298333,20.846667,0.0,2050.096667,937.053333,167.226667,555.853333,1224.133333,2.0,27.03,570.0,24.0
503,383.333333,20.0,0.0,0.0,1309.25,535.833333,204.87,2428.756667,3748.436667,3.0,49.33,0.0,11.0
504,0.0,0.0,0.0,0.0,746.926667,905.933333,78.91,-222.526667,691.346667,2.0,58.25,1137.013333,16.0
505,0.0,0.0,0.0,0.0,271.666667,291.626667,0.0,29.83,24.733333,1.0,57.95,0.0,1.0
506,445.833333,48.9275,0.0,0.0,2667.183333,2185.013333,454.356667,8257.903333,8326.776667,2.0,33.06,23376.853333,21.0
507,0.0,0.0,0.0,0.0,1158.94,1343.57,231.83,1102.973333,649.913333,1.0,75.06,1343.57,17.0
508,662.5,51.208182,62.733333,0.0,1703.483333,0.0,0.0,1209.876667,2568.953333,0.0,67.49,324.666667,14.0
509,0.0,0.0,0.0,0.0,1025.336667,1257.363333,136.276667,6629.956667,6501.16,1.0,62.74,0.0,7.0
510,0.0,0.0,0.0,0.0,2.506667,1.703333,292.77,0.0,1.21,1.0,91.35,0.0,1.0
511,0.0,0.0,0.0,0.0,432.386667,432.593333,59.98,0.34,1.203333,1.0,34.02,0.0,6.0
512,904.166667,181.225,165.585,0.0,2713.773333,2959.12,234.806667,1958.296667,8212.72,6.0,38.33,5256.0,56.0
513,257.777778,30.0,0.0,0.0,1644.26,1548.696667,272.263333,790.616667,591.58,2.0,52.56,1180.976667,25.0
514,0.0,0.0,0.0,0.0,1859.513333,1513.303333,121.46,22759.033333,40580.913333,2.0,77.48,1513.12,6.0
515,0.0,0.0,0.0,0.0,428.333333,430.27,0.0,5.77,5.433333,1.0,51.68,0.0,2.0
516,481.818182,44.265,51.25,0.0,5959.97,5489.68,280.81,14983.3,14612.973333,4.0,38.21,166266.536667,21.0
517,110.0,25.2,0.0,0.0,520.8,423.76,20.313333,151.933333,263.01,2.0,49.58,0.0,13.0
518,0.0,0.0,0.0,0.0,1063.703333,991.17,64.776667,20020.6,20410.033333,3.0,73.38,0.0,3.0
519,0.0,0.0,0.0,0.0,3927.963333,1661.126667,818.71,9060.413333,18108.483333,3.0,80.53,0.0,15.0
520,407.5,30.0,64.435455,0.0,3797.633333,3541.633333,45.976667,2926.336667,2960.126667,3.0,29.13,0.0,34.0
521,0.0,66.111111,0.0,0.0,15628.73,3747.54,2388.093333,218045.306667,221592.326667,3.0,65.93,0.0,9.0
522,300.0,0.0,0.0,0.0,626.223333,1645.923333,0.0,24301.58,162861.74,2.0,49.5,49.666667,3.0
523,192.5,91.761818,18.85,0.0,992.736667,1167.616667,311.41,6271.443333,6256.056667,1.0,23.66,0.0,9.0
524,53.333333,0.0,15.866667,0.0,485.366667,257.51,15.99,1197.626667,1294.926667,3.0,22.92,0.0,17.0
525,430.0,40.0,34.65,0.0,963.78,1691.08,41.875,10207.523333,9293.953333,2.0,27.1,0.0,24.0
526,0.0,0.0,0.0,0.0,863.006667,864.733333,0.0,6.32,67.253333,2.0,62.63,7553.296667,6.0
527,0.0,0.0,0.0,0.0,484.466667,1149.226667,0.0,33183.4,33260.79,3.0,47.87,0.0,2.0
528,0.0,0.0,0.0,0.0,371.666667,374.42,0.0,31.296667,42.89,1.0,59.19,0.0,1.0
529,280.0,0.0,46.275,0.0,969.423333,931.503333,1548.63,35.143333,1441.383333,4.0,55.23,57727.81,25.0
530,1215.833333,438.6125,0.0,0.0,724.36,649.286667,16861.506667,381.003333,696.336667,1.0,62.1,238.006667,11.0
531,91.428571,47.55,10.6,0.0,1132.303333,1259.463333,283.316667,354.186667,177.346667,5.0,69.83,1066.933333,17.0
532,202.857143,107.504,23.0,0.0,1880.34,1841.426667,251.273333,64.61,594.143333,5.0,42.24,0.0,26.0
533,400.0,0.0,0.0,0.0,5279.283333,5648.04,328.696667,6841.636667,5886.37,3.0,73.48,18030.346667,29.0
534,412.5,0.0,0.0,0.0,2564.02,2158.383333,620.516667,1819.02,114508.06,2.0,87.9,726.18,18.0
535,0.0,0.0,0.0,0.0,1454.396667,1454.016667,60.0,3.27,43.643333,2.0,51.77,0.0,6.0
536,0.0,0.0,0.0,0.0,444.196667,682.7,126.886667,21256.96,20999.37,2.0,76.22,637.7,6.0
537,853.75,0.0,0.0,0.0,943.23,1857.953333,0.0,2002.073333,1631.673333,2.0,40.58,0.0,6.0
538,45.0,47.89,0.0,0.0,1291.626667,1350.403333,791.653333,3642.373333,4003.006667,1.0,43.33,145438.643333,9.0
539,0.0,0.0,0.0,0.0,1609.423333,1621.326667,87.056667,186.493333,35093.67,6.0,77.08,786.9,6.0
540,0.0,0.0,0.0,0.0,76.666667,76.666667,0.0,0.0,15.36,0.0,46.19,0.0,1.0
541,232.222222,0.0,7.75,0.0,659.183333,663.13,31.5,116.843333,166.696667,5.0,24.8,0.0,19.0
542,566.666667,45.5,0.0,0.0,1287.273333,1065.316667,219.703333,10512.593333,11910.783333,3.0,51.52,0.0,12.0
543,0.0,0.0,0.0,0.0,2150.873333,2139.293333,1553.076667,71.32,313.45,6.0,56.97,2453.82,11.0
544,654.545455,152.612727,115.922222,0.0,3812.456667,2249.04,262.246667,6712.296667,9944.236667,5.0,30.21,43540.753333,41.0
545,0.0,0.0,0.0,0.0,3616.383333,2470.086667,319.32,45822.356667,51665.203333,2.0,40.39,252.786667,16.0
546,468.333333,0.0,0.0,0.0,8.333333,9.56,0.0,8.07,10.273333,0.0,42.24,0.0,1.0
547,288.0,0.0,62.466667,0.0,1350.84,1001.466667,95.8,319.363333,610.486667,2.0,38.61,0.0,8.0
548,0.0,0.0,0.0,0.0,803.633333,2079.29,257.48,16201.496667,14737.97,1.0,73.89,0.0,7.0
549,287.5,16.358333,0.0,0.0,1867.936667,1545.113333,160.106667,6152.32,5597.016667,5.0,69.03,3541.916667,30.0
550,832.0,163.16,27.8,0.0,5081.41,4534.826667,436.79,20702.016667,20578.02,5.0,51.43,18288.56,53.0
551,465.833333,0.0,0.0,0.0,1187.346667,1234.266667,111.76,329.496667,129.866667,4.0,58.45,1245.243333,19.0
552,260.0,0.0,0.0,0.0,806.073333,808.54,0.0,5.28,31.28,1.0,36.22,0.0,6.0
553,0.0,0.0,0.0,0.0,348.333333,351.27,0.0,10.07,12.686667,1.0,32.26,0.0,3.0
554,292.222222,33.192,0.0,0.0,1290.733333,1101.296667,605.89,11831.183333,22220.89,1.0,55.63,0.0,21.0
555,355.0,0.0,83.851667,0.0,1809.776667,1345.953333,208.89,1130.466667,2377.356667,1.0,34.17,96206.733333,38.0
556,0.0,0.0,0.0,0.0,463.803333,449.82,0.0,-14.29,62.92,2.0,56.56,44239.88,5.0
557,0.0,0.0,0.0,0.0,1107.12,1096.866667,86.2,789.12,1239.66,3.0,86.89,0.0,9.0
558,0.0,0.0,0.0,0.0,2113.916667,3287.24,617.556667,10138.563333,30648.196667,2.0,43.93,34310.036667,9.0
559,0.0,0.0,0.0,0.0,430.666667,430.27,0.0,0.343333,0.6,1.0,52.44,0.0,2.0
560,644.0,0.0,0.0,0.0,2145.46,3148.583333,1168.766667,19560.73,30398.506667,4.0,60.14,193.0,21.0
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11,0.0,0.0
562,0.0,0.0,0.0,0.0,1816.216667,1736.13,389.176667,3607.13,3500.006667,3.0,9.31,0.0,34.0
563,278.0,49.53,44.59,0.0,2711.82,2716.516667,380.53,19236.88,37267.073333,3.0,53.33,31416.303333,30.0
564,0.0,0.0,0.0,0.0,352.27,353.243333,0.0,3.8,9.045,1.0,56.28,0.0,2.0
565,200.0,20.0,0.0,0.0,1122.64,1134.49,0.0,43.603333,130.156667,1.0,40.91,0.0,4.0
566,189.090909,72.083333,48.428571,0.0,3211.096667,2718.296667,307.736667,4610.283333,4264.353333,6.0,39.88,65042.206667,62.0
567,334.444444,72.066667,0.0,0.0,707.42,987.02,468.683333,531.953333,515.016667,2.0,44.44,0.0,10.0
568,354.166667,36.496667,60.5,0.0,7856.853333,11483.68,123.87,49027.32,82380.923333,9.0,41.24,4418.31,34.0
569,0.0,0.0,0.0,0.0,0.183333,0.0,0.0,0.0,0.27,0.0,39.3,0.0,0.0
570,0.0,0.0,0.0,0.0,774.16,1011.216667,40.953333,6999.21,7319.62,2.0,69.8,0.0,5.0
571,545.454545,0.0,0.0,0.0,753.333333,824.303333,0.0,348.653333,463.003333,2.0,32.07,0.0,10.0
572,0.0,0.0,0.0,0.0,219.75,234.256667,172.82,33.64,111.35,1.0,41.05,0.0,1.0
573,375.0,0.0,0.0,0.0,998.493333,1266.666667,17.146667,65824.486667,67220.116667,1.0,50.18,0.0,16.0
574,709.090909,32.505,0.0,0.0,1342.34,1683.486667,263.963333,12793.743333,13578.116667,2.0,87.02,20.0,8.0
575,530.0,0.0,0.0,0.0,651.666667,650.526667,0.0,-6.953333,70.856667,2.0,35.59,0.0,6.0
576,25.0,40.0,0.0,0.0,575.566667,851.193333,0.0,1710.963333,1304.853333,3.0,18.82,0.0,20.0
577,196.666667,64.166667,0.0,0.0,1038.663333,1066.986667,537.106667,135.383333,644.15,2.0,47.74,79398.186667,11.0
578,101.111111,90.5475,0.0,0.0,1030.773333,996.973333,241.416667,437.553333,1362.47,5.0,34.35,10753.353333,33.0
579,75.0,45.016667,0.0,0.0,1759.46,2013.483333,222.743333,14281.606667,64389.503333,3.0,68.55,1728.526667,17.0
580,1611.666667,98.516667,98.8625,0.0,10904.146667,9153.506667,447.36,2236.066667,61139.876667,3.0,32.7,550.966667,30.0
581,0.0,0.0,0.0,0.0,902.186667,989.843333,105.713333,1169.103333,2032.426667,2.0,79.74,0.0,8.0
582,0.0,0.0,0.0,0.0,1062.153333,835.91,397.543333,4344.363333,4412.19,2.0,94.63,0.0,7.0
583,0.0,0.0,0.0,0.0,710.4,643.62,109.593333,4719.406667,92117.146667,1.0,83.89,0.0,4.0
584,363.333333,87.185,51.9,0.0,2195.656667,1731.33,414.63,670.75,18837.273333,3.0,60.88,12079.683333,24.0
585,0.0,0.0,0.0,0.0,1206.476667,1671.186667,222.233333,11948.673333,81211.563333,2.0,70.56,1649.813333,11.0
586,1702.5,0.0,12.6,0.0,960.876667,960.956667,0.0,4.006667,19.68,2.0,68.41,0.0,11.0
587,226.0,17.61,203.838889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69,0.0,0.0
588,0.0,20.0,0.0,0.0,1935.383333,1175.413333,449.806667,6145.443333,43518.27,2.0,60.45,0.0,23.0
589,0.0,0.0,103.925,0.0,1351.856667,1452.116667,24.323333,13690.75,14502.046667,2.0,80.26,0.0,4.0
590,0.0,61.405833,40.82,0.0,736.37,549.86,197.56,2338.376667,2599.51,2.0,37.67,0.0,15.0
591,461.0,0.0,0.0,0.0,1438.203333,1301.326667,225.31,421.253333,329.543333,3.0,86.82,247.28,9.0
592,277.272727,101.553,52.513636,0.0,1800.506667,1786.873333,561.913333,1754.456667,1555.326667,8.0,27.04,0.0,40.0
593,0.0,0.0,0.0,0.0,505.0,346.616667,0.0,428.17,668.08,1.0,44.58,0.0,1.0
594,0.0,0.0,0.0,0.0,790.65,637.7,132.42,24228.1,39729.863333,1.0,85.65,0.0,5.0
595,0.0,0.0,0.0,0.0,450.556667,813.13,135.316667,17429.886667,81011.57,2.0,88.15,806.8,3.0
596,534.166667,80.909091,67.97,0.0,3440.7,4144.07,131.613333,41794.673333,52992.523333,3.0,30.17,0.0,18.0
597,0.0,0.0,0.0,0.0,491.966667,491.866667,0.0,-4.196667,98.073333,1.0,81.06,13.43,2.0
598,0.0,0.0,0.0,0.0,867.703333,883.6,384.833333,160.1,123.45,2.0,93.35,850.266667,10.0
599,727.0,87.727273,43.45,0.0,2617.92,2580.716667,411.866667,2958.84,4692.666667,4.0,45.71,60347.37,23.0
600,0.0,0.0,0.0,0.0,1066.486667,697.5,41.7,1209.79,1580.716667,2.0,86.85,605.1,5.0
601,0.0,0.0,0.0,0.0,612.543333,570.76,0.0,99.093333,136.703333,1.0,50.04,0.0,3.0
602,436.666667,0.0,0.0,0.0,1012.726667,1298.08,84.84,405.19,59.0,2.0,63.15,2399.143333,4.0
603,522.5,55.807778,37.866667,0.0,3396.583333,1459.936667,337.62,3881.9,3706.226667,1.0,68.33,1960.796667,29.0
604,0.0,0.0,0.0,0.0,1012.84,1013.2,359.383333,4341.376667,8653.413333,1.0,49.96,41158.326667,8.0
605,457.272727,20.05,0.0,0.0,1157.946667,1134.86,40.0,30.2,39.063333,3.0,40.59,0.0,7.0
606,0.0,0.0,0.0,0.0,618.333333,618.96,0.0,6.106667,21.176667,2.0,51.44,0.0,3.0
607,2167.5,0.0,0.0,0.0,7359.643333,7545.93,608.34,2244.373333,1691.143333,3.0,63.12,62656.03,21.0
608,0.0,0.0,0.0,0.0,2477.363333,2442.433333,602.1,8973.526667,9971.956667,3.0,62.21,0.0,9.0
609,214.444444,37.461818,44.683333,0.0,4825.153333,4518.09,368.316667,5398.676667,7290.506667,2.0,31.58,0.0,25.0
610,0.0,0.0,0.0,0.0,452.556667,715.533333,202.56,5445.28,6419.486667,3.0,57.28,0.0,4.0
611,178.571429,114.325833,25.1,0.0,3944.633333,5773.58,420.196667,33416.79,33654.09,4.0,41.46,67724.573333,32.0
612,0.0,0.0,0.0,0.0,1096.536667,1117.833333,269.943333,376.563333,209.876667,4.0,79.04,1304.876667,8.0
613,723.636364,107.705556,111.597778,433.48,5693.646667,5288.23,424.013333,2283.626667,2684.86,4.0,40.26,74752.94,70.0
614,62.5,27.555,48.217143,0.0,1247.733333,1300.0,24244.823333,51044.203333,51177.906667,1.0,34.66,90.333333,8.0
615,213.333333,21.666667,22.85,0.0,2285.036667,2284.216667,344.11,29.14,292.023333,2.0,33.19,6000.0,18.0
616,0.0,0.0,0.0,0.0,392.853333,392.71,0.0,1.133333,8.51,1.0,25.51,0.0,2.0
617,423.333333,59.326364,28.0,0.0,2207.513333,2532.156667,103.1,7230.423333,8242.026667,4.0,35.13,0.0,13.0
618,325.0,0.0,0.0,0.0,823.333333,943.37,0.0,123.956667,11.773333,1.0,37.71,0.0,2.0
619,150.0,34.77,125.54,0.0,2554.0,2859.98,921.556667,25436.373333,25182.95,2.0,45.17,141538.336667,33.0
620,350.909091,10.06,0.0,0.0,163.213333,333.333333,55.033333,963.216667,906.923333,0.0,35.62,0.0,3.0
621,0.0,16.56,0.0,0.0,343.176667,786.9,269.986667,15203.353333,15295.796667,1.0,70.0,0.0,7.0
622,230.0,41.666667,67.10625,0.0,1648.66,1297.053333,148.01,6226.94,21794.176667,1.0,59.0,0.0,17.0
623,0.0,0.0,0.0,0.0,1385.686667,1918.243333,364.736667,7542.433333,57738.97,3.0,70.23,806.8,13.0
624,0.0,0.0,0.0,0.0,880.13,801.796667,0.0,644.08,1188.336667,1.0,68.45,0.0,2.0
625,185.454545,52.662222,40.264286,0.0,1016.013333,985.48,207.173333,65.003333,293.68,2.0,28.54,0.0,29.0
626,182.5,20.0,30.0,0.0,1362.59,1318.623333,299.173333,3409.126667,5582.056667,2.0,67.91,0.0,14.0
627,602.0,0.0,0.0,0.0,786.936667,775.0,0.0,574.526667,194.086667,1.0,20.64,0.0,20.0
628,0.0,0.0,0.0,0.0,504.35,924.796667,504.35,35662.546667,35208.386667,2.0,86.93,850.266667,1.0
629,0.0,0.0,0.0,0.0,128.286667,126.316667,0.0,0.0,13.57,0.0,27.84,0.0,1.0
630,590.909091,22.0,14.366667,0.0,1712.666667,1652.96,140.355,60.25,472.596667,3.0,30.05,0.0,28.0
631,1021.666667,24.52625,51.3,0.0,1355.003333,1353.813333,0.0,1.663333,50.403333,2.0,45.53,0.0,7.0
632,320.0,0.0,0.0,0.0,513.51,793.71,389.016667,53065.203333,53380.973333,2.0,69.36,0.0,8.0
633,1230.0,60.284167,0.0,0.0,3717.866667,4104.923333,266.95,1368.626667,3384.29,2.0,40.24,0.0,18.0
634,640.0,0.0,0.0,0.0,1426.866667,1050.116667,149.486667,524.143333,392.476667,2.0,80.92,646.21,18.0
635,0.0,0.0,0.0,0.0,1154.193333,1014.03,110.02,-312.396667,77.46,3.0,54.77,355.663333,13.0
636,0.0,0.0,0.0,0.0,879.243333,3635.2,212.266667,50091.8,49111.86,4.0,72.24,0.0,8.0
637,143.636364,32.727273,36.99,0.0,3571.493333,3274.753333,237.213333,269.473333,1216.163333,2.0,24.31,8033.753333,25.0
638,0.0,0.0,0.0,0.0,1951.3,1583.343333,140.37,2629.473333,1686.786667,4.0,83.28,0.0,4.0
639,50.0,0.0,0.0,0.0,290.36,833.136667,41.483333,22644.02,86022.893333,3.0,84.45,802.12,4.0
640,0.0,0.0,0.0,0.0,1791.846667,1664.08,507.536667,2341.283333,7093.496667,4.0,47.52,1185.226667,19.0
641,0.0,33.616667,112.583333,0.0,2741.766667,2400.723333,203.7,38940.746667,92639.72,4.0,79.8,1595.106667,11.0
642,0.0,51.390833,12.95,0.0,3556.766667,3500.023333,383.24,2413.993333,3361.23,4.0,41.16,32041.17,35.0
643,72.5,10.0,0.0,0.0,514.903333,514.696667,279.82,270.443333,357.663333,2.0,52.48,102525.433333,4.0
644,0.0,0.0,0.0,0.0,795.0,795.333333,0.0,3.5,3.446667,1.0,62.51,795.333333,1.0
645,736.363636,0.0,0.0,0.0,872.553333,862.293333,89.38,180.103333,255.33,2.0,77.83,793.99,7.0
646,50.0,0.0,0.0,0.0,24323.963333,24338.756667,63.023333,45627.263333,191395.876667,3.0,89.51,1071.22,16.0
647,0.0,0.0,0.0,0.0,56.82,677.393333,51.923333,7069.77,6843.356667,1.0,35.39,0.0,1.0
648,991.666667,69.094444,23.0,0.0,2507.366667,2369.3,265.123333,979.523333,227.29,2.0,32.45,81963.193333,31.0
649,304.166667,82.491818,0.0,0.0,1468.933333,1495.61,218.44,8174.9,9804.336667,2.0,31.47,82243.5,18.0
650,0.0,0.0,0.0,0.0,1176.396667,1084.013333,322.546667,119927.376667,119626.136667,3.0,74.66,1084.013333,6.0
651,491.0,0.0,0.0,0.0,336.666667,316.52,0.0,58.986667,86.23,1.0,40.58,0.0,2.0
652,0.0,0.0,0.0,0.0,821.676667,1119.823333,171.606667,31181.78,39518.333333,2.0,71.85,637.7,4.0
653,0.0,0.0,0.0,0.0,1114.363333,1440.033333,123.18,10694.946667,10485.35,4.0,66.08,1296.0,6.0
654,107.272727,80.915833,47.5,0.0,911.906667,926.266667,210.503333,2821.97,21634.736667,2.0,75.08,925.9,25.0
655,78.0,0.0,0.0,0.0,876.846667,863.6,221.206667,102.733333,88.923333,2.0,80.68,1394.226667,13.0
656,150.0,0.0,29.425,0.0,430.553333,430.27,0.0,2.503333,14.01,1.0,19.29,0.295,20.0
657,0.0,0.0,0.0,0.0,1056.666667,1083.316667,0.0,37.27,202.673333,1.0,30.56,0.0,8.0
658,0.0,34.22,0.0,0.0,1823.78,1657.28,327.863333,2773.206667,7448.113333,3.0,61.25,3556.103333,11.0
659,482.5,21.475,24.25,0.0,933.68,1378.87,232.64,760.8,11106.563333,2.0,49.85,0.0,18.0
660,0.0,0.0,0.0,0.0,991.29,993.09,69.14,122.01,76.086667,5.0,76.43,491.866667,14.0
661,657.272727,24.857143,0.0,0.0,914.003333,913.893333,0.0,3.04,11.08,1.0,40.57,0.0,3.0
662,80.833333,9.97,5.316667,0.0,831.756667,980.266667,320.653333,316.03,109.0,3.0,46.26,850.266667,27.0
663,881.666667,68.06,63.26875,0.0,4961.47,7947.77,957.516667,18535.73,17669.82,4.0,65.03,3340.756667,52.0
664,0.0,0.0,0.0,0.0,1560.906667,1618.936667,494.91,129.216667,235.746667,3.0,46.67,108.88,21.0
665,126.666667,83.2325,29.0,0.0,3319.913333,3683.253333,340.206667,1518.34,6219.393333,3.0,41.61,0.0,31.0
666,185.454545,30.951818,23.95,0.0,229.46,231.25,0.0,3887.453333,18719.856667,1.0,22.72,0.0,13.0
667,0.0,0.0,0.0,0.0,441.796667,1286.54,162.606667,11973.3,93196.183333,6.0,78.65,0.0,4.0
668,48.181818,26.0,20.0,0.0,615.053333,636.12,831.9,103.676667,231.483333,2.0,27.54,755.396667,13.0
669,0.0,0.0,57.918,0.0,8221.643333,7452.44,481.136667,9525.0,14656.023333,10.0,41.89,145444.13,30.0
670,0.0,0.0,0.0,0.0,2091.36,2298.403333,336.116667,978.376667,591.68,4.0,54.4,8142.153333,19.0
671,353.0,61.1,0.0,0.0,1426.783333,1449.2,192.79,4170.96,4742.776667,2.0,25.78,5315.926667,9.0
672,0.0,0.0,0.0,0.0,488.736667,436.316667,244.45,2163.766667,2244.19,1.0,74.27,0.0,4.0
673,527.142857,0.0,0.0,0.0,2.823333,0.0,0.0,0.0,123.413333,0.0,34.58,0.0,0.0
674,0.0,0.0,0.0,0.0,271.75,161.463333,15.0,11643.61,11635.316667,1.0,39.35,0.0,7.0
675,0.0,55.440833,0.0,0.0,1145.536667,1927.863333,148.113333,33288.573333,93309.07,2.0,69.78,1889.52,15.0
676,315.0,49.555,0.0,0.0,1258.043333,1304.683333,320.026667,835.46,1784.766667,6.0,50.7,44985.18,21.0
677,0.0,0.0,0.0,0.0,1093.386667,1138.62,132.676667,485.063333,939.003333,2.0,36.53,0.0,6.0
678,156.666667,36.94,0.0,0.0,1183.206667,1254.99,303.23,7747.506667,7372.883333,1.0,88.65,1254.99,12.0
679,738.0,0.0,0.0,0.0,658.666667,888.0,21.0,522.76,601.213333,2.0,40.76,0.0,6.0
680,507.272727,96.685714,31.716667,0.0,1501.99,1811.38,79.766667,32757.416667,33839.653333,3.0,41.72,0.0,18.0
681,0.0,0.0,0.0,0.0,657.57,637.7,0.0,94.6,58.303333,1.0,87.4,637.7,25.0
682,0.0,0.0,0.0,0.0,421.266667,445.04,0.0,399.326667,500.666667,2.0,18.61,0.0,18.0
683,417.272727,0.0,331.0,0.0,3799.423333,3534.63,2341.586667,19591.506667,19994.703333,5.0,75.03,5324.003333,22.0
